	Protein1	Protein2	spearman_erythrocyte	Spearman_all	Pearson_all
638	Q8I289	Q8IFP3	-0.1666666666666667	0.4683794466403162	0.7871661101201285
639	Q8I431	Q8ILK3	0.9047619047619048	0.8369565217391305	0.9688455263683698
640	O77381	Q8IIV1	-0.7380952380952381	-0.3270750988142293	0.49790952330273386
641	C6KSV8	Q8IC43	-0.7857142857142858	0.09683794466403163	0.5787851149349071
642	Q8I2X4	Q8I566	0.4285714285714286	0.45849802371541504	0.9712366198099031
643	C6KST5	Q8IJW0	0.28571428571428575	0.44565217391304346	0.6907254263713907
644	O97313	Q8I2H3	-0.5476190476190477	0.22628458498023715	0.8398006643742639
645	Q8I2F4	Q8IJF6	0.8571428571428572	0.6768774703557312	0.3067962897580427
646	Q8IAX8	Q8IM10	0.4761904761904762	0.9051383399209486	0.9773582771931405
647	Q8IIB4	Q8ILL3	0.9523809523809524	0.9209486166007905	0.9942112356171535
648	Q8I3T8	Q8II61	0.880952380952381	0.9733201581027668	0.9968979745921605
649	C6KT23	Q8IIA2	0.9523809523809524	0.8863636363636364	0.9938189350661197
650	A0A5K1K8V8	C6KT23	0.880952380952381	0.8171936758893281	0.9797047473778376
651	Q8IAX5	Q8ILI2	0.7619047619047621	0.83399209486166	0.9357346888294421
652	Q8I5Q3	Q8I603	0.9761904761904763	0.7045454545454546	0.8788505881718023
653	Q8II61	Q8IJX8	0.3333333333333334	0.8171936758893281	0.9787148807503551
654	C6KT23	Q8ILK3	0.8571428571428572	0.8656126482213439	0.9678246551359234
655	A0A5K1K9E5	Q8I484	0.6190476190476191	0.49604743083003955	0.07683282131668705
656	Q8IC01	Q8IL11	0.7142857142857144	0.8675889328063242	0.9416432561301346
657	O77323	Q8II82	0.7857142857142858	0.8191699604743082	0.8602318057810515
658	Q8I6U6	Q8IHN4	-0.6190476190476191	0.4545454545454546	0.1948998181622637
659	A0A5K1K967	Q6ZMA8	0.6666666666666669	0.849802371541502	0.9815983144254101
660	A0A144A1R5	Q8I0V4	-0.04761904761904763	0.22826086956521738	0.8745575007520543
661	Q8IFP3	Q8IJW0	0.1666666666666667	0.6126482213438735	0.8584927878576587
662	C0H5H0	Q8ILI2	0.2380952380952381	0.5721343873517787	0.676993844379169
663	Q6ZMA7	Q8IEU2	-0.5476190476190477	0.6225296442687748	0.8168935931663237
664	C6KT23	Q8IKF0	0.7857142857142858	0.8853754940711462	0.9852387476750273
665	O97320	Q8IL02	-0.880952380952381	0.16798418972332016	0.6654653970480788
666	Q8IFP3	Q8ILS7	-0.14285714285714288	0.33695652173913043	0.683346497065092
667	Q8I3I6	Q8IB24	-0.09523809523809526	0.5177865612648221	0.8097394519700876
668	Q8II61	Q8IIM8	-0.2380952380952381	0.5138339920948617	0.9444180345867157
669	Q8II71	Q8IJW0	0.9285714285714287	0.7766798418972332	0.9897620594940555
670	A0A5K1K8V8	Q8IBY4	0.9761904761904763	0.8201581027667983	0.9725296139879739
671	C0H5H0	Q8II71	0.5000000000000001	0.766798418972332	0.9488082208461759
672	Q8IC01	Q8IJM0	0.4047619047619048	0.591897233201581	0.7006991985031868
673	Q8IBY4	Q8IKH8	1.0	0.9733201581027668	0.9933991686592678
674	Q8I323	Q8II43	0.3571428571428572	0.5612648221343874	0.7367878762224322
675	C6KTA4	Q8IKW5	0.7619047619047621	0.8695652173913043	0.983221369087258
676	Q8I490	Q8IJ76	0.5476190476190477	0.6590909090909092	0.5149942074539494
677	Q8IDG3	Q8II43	0.4285714285714286	0.6047430830039526	0.7600373071029101
678	C0H4A6	Q8IET7	0.9285714285714287	0.8349802371541503	0.9656376776715173
679	K7NTP5	Q8IBY4	0.4523809523809524	0.8122529644268776	0.8302775784042179
680	Q8II24	Q8II43	0.9523809523809524	0.8804347826086957	0.9789731389332522
681	O97313	Q8IJX3	0.4761904761904762	0.8112648221343874	0.9828980822030294
682	Q8IEK3	Q8ILI2	-0.4523809523809524	0.11067193675889328	0.735097313313446
683	Q8I5H4	Q8IIV2	-0.14285714285714288	0.2648221343873518	0.6846845029562371
684	Q8I3R0	Q8IK15	-0.1666666666666667	-0.29446640316205536	-0.3023286296659874
685	C0H5C2	O97313	0.8571428571428572	0.9426877470355731	0.9953400290850924
686	O96220	Q8IKC9	0.38095238095238104	0.5938735177865613	0.5448263998044617
687	Q6ZMA7	Q8IFM0	-0.3333333333333334	-0.1798418972332016	-0.1905636253325294
688	Q8IBV7	Q8IJC6	-0.880952380952381	-0.17292490118577078	0.644060656733393
689	Q8III6	Q8ILC1	0.9285714285714287	0.8152173913043478	0.9490859552952322
690	Q8IIB4	Q8ILL2	0.9523809523809524	0.950592885375494	0.9932164671387181
691	Q8IBY4	Q8IIV1	-0.7380952380952381	-0.32411067193675897	0.5507318617200408
692	C6KSV3	Q8IEJ6	-0.6666666666666669	-0.3339920948616601	0.496559284745923
693	Q8I5V6	Q8II82	0.30952380952380953	0.5148221343873518	0.9548114483464741
694	Q7KQM0	Q8IIG6	0.7142857142857144	0.8211462450592886	0.9826183231161771
695	O97282	Q8II24	0.9761904761904763	0.9752964426877472	0.9711492121355554
696	Q8I0V2	Q8IBY4	-0.2380952380952381	0.14130434782608697	0.8710441363347813
697	Q8IDK7	Q8IJ60	0.261904761904762	0.6185770750988142	0.8682809879706208
698	Q6ZMA8	Q8IDS0	0.5714285714285715	0.816205533596838	0.9804544123063044
699	Q8IDJ8	Q8ILI2	0.6904761904761906	0.816205533596838	0.9567132925018805
700	C0H4U4	Q76NN6	0.04761904761904763	0.5375494071146245	0.4523199448607725
701	C6KTA3	Q8I566	-0.11904761904761905	0.291501976284585	0.875150267228584
702	O00806	Q8IIV2	-0.9761904761904763	-0.07509881422924902	0.6284049854913107
703	Q8IDB0	Q8IIA2	0.9523809523809524	0.8586956521739131	0.9824476145040966
704	Q8IB24	Q8ILL3	0.9285714285714287	0.7529644268774704	0.9863661586375236
705	Q6ZMA7	Q7KQL5	-0.3333333333333334	0.6897233201581028	0.9083150488573182
706	C0H5I7	Q8I5C4	0.9047619047619048	0.8577075098814229	0.976538168859068
707	Q8I5Y9	Q8ILI6	0.8095238095238096	0.9229249011857708	0.9072641324628965
708	O77389	Q6ZLZ9	-0.04761904761904763	0.20355731225296442	0.8862959890735573
709	O77381	Q8I0P6	0.9047619047619048	0.7845849802371542	0.9945832726330783
710	Q8IEA6	Q8IL11	0.28571428571428575	0.5612648221343874	0.9523313219545404
711	Q8IDB0	Q8ILK3	0.9523809523809524	0.8112648221343874	0.9568373621441499
712	A0A5K1K7U1	Q8I0U7	0.9761904761904763	0.9318181818181819	0.9933044938062017
713	C6KT25	Q7KQL5	0.9047619047619048	0.8695652173913043	0.9477139207410292
714	Q8I0P6	Q8IFP2	0.7857142857142858	0.5503952569169961	0.9114479059257757
715	Q8I3I6	Q8ILG6	0.7380952380952381	0.7944664031620554	0.9873097969669735
716	K7NTP5	Q8IFM9	-0.8095238095238096	-0.18577075098814227	0.13900075365286302
717	Q8IIU8	Q8IL02	1.0	0.9496047430830039	0.995622218176374
718	O96153	Q8II61	-0.09523809523809526	0.3211462450592885	0.8489914389694925
719	Q6LFH8	Q8I0X1	-0.38095238095238104	0.34584980237154156	0.4995500478393712
720	Q8I3T8	Q8IBY4	0.9761904761904763	0.9041501976284586	0.9944276637144058
721	A0A5K1K8V8	Q8IKH8	0.9761904761904763	0.8656126482213439	0.973475724203178
722	O97313	Q8I0V2	-0.09523809523809526	0.2509881422924901	0.8720070794658363
723	Q8IDB0	Q8IKF0	0.9047619047619048	0.9150197628458498	0.9959175161129024
724	Q8II61	Q8IJV6	0.38095238095238104	0.758893280632411	0.9659012792301056
725	K7NTP5	Q8IKH8	0.4523809523809524	0.7539525691699605	0.8645102911387261
726	C6KT18	Q8IM10	-0.6190476190476191	-0.22134387351778656	0.5836947210265993
727	C0H4C7	Q8IDS0	0.9285714285714287	0.7549407114624507	0.9734679705286131
728	Q76NM3	Q8III8	0.3571428571428572	0.5039525691699606	0.7286647882895403
729	Q8IDZ9	Q8ILP6	0.7619047619047621	0.9071146245059288	0.9622677645906579
730	Q8ID28	Q8IJ34	0.2142857142857143	0.45158102766798425	0.7813593154485268
731	Q8IDG2	Q8IDG3	0.9761904761904763	0.9752964426877472	0.9964453555056385
732	Q8I2X4	Q8I5H4	-0.6190476190476191	0.24308300395256918	0.8282163156354015
733	Q8IIF0	Q9TY99	-0.09523809523809526	0.5701581027667983	0.6656276576560597
734	O97313	Q8IIV2	-0.9523809523809524	-0.12450592885375496	0.5796228748589327
735	Q8I487	Q8IIA2	0.28571428571428575	0.30138339920948615	-0.024728758284895784
736	O97285	Q8IAX8	-0.6904761904761906	0.10177865612648221	0.9299235564943513
737	Q8IBV7	Q8IM10	-0.9047619047619048	-0.18675889328063244	0.5334481552314969
738	Q8IC05	Q8IL58	0.8571428571428572	0.9258893280632412	0.8766742157745796
739	Q7K6A9	Q8IJT1	1.0	0.8913043478260869	0.9904296704206141
740	Q8II61	Q8IL48	0.8571428571428572	0.6847826086956521	0.957518090186358
741	Q8IK83	Q8IKS0	0.38095238095238104	0.9110671936758895	0.9733332628314654
742	C0H5C2	Q8IIA2	0.9761904761904763	0.9110671936758895	0.9872542432010047
743	Q6ZMA8	Q8IEK3	0.1666666666666667	0.46047430830039526	0.8994731917167349
744	Q8I431	Q8IKM5	0.9285714285714287	0.9604743083003953	0.9928890127283827
745	C6KST3	Q8IK90	0.9761904761904763	0.983201581027668	0.9980149030984702
746	Q8I0U7	Q8I5C4	0.3571428571428572	0.5938735177865613	0.6959742808701821
747	O96221	Q8I5L6	-0.28571428571428575	0.650197628458498	0.9809410919563628
748	Q8II43	Q8IKC9	0.30952380952380953	0.5345849802371541	0.6156275211523018
749	Q8I5P5	Q8IKT2	0.3333333333333334	0.7737154150197629	0.7743668415984511
750	A0A5K1K7U1	O96153	0.9761904761904763	0.9634387351778656	0.9978590840568105
751	Q6ZMA8	Q8IKW5	0.9285714285714287	0.9387351778656127	0.9625170889514948
752	Q6ZMA7	Q8IBV7	-0.8095238095238096	0.3379446640316206	0.7418267583896991
753	Q8ID43	Q8IJN9	0.7380952380952381	0.7539525691699605	0.7710929592269976
754	Q8I323	Q8IEP9	0.9047619047619048	0.8833992094861661	0.9826147718969367
755	Q8I431	Q8IK15	-0.1666666666666667	-0.2509881422924901	-0.2881531179914966
756	C6KT19	Q8I431	-0.4047619047619048	0.08498023715415019	0.8054875442110367
757	Q8I3Y6	Q8IFP3	0.0	0.10770750988142294	0.8060386408913212
758	C6KTA4	Q8IJN9	0.8571428571428572	0.7144268774703557	0.9237733911310826
759	O00806	Q8IIX0	0.9523809523809524	0.9515810276679842	0.9957960570500846
760	Q8I5B3	Q8IB60	0.7142857142857144	0.7717391304347826	0.9857028982791894
761	Q8I3R0	Q8II60	0.11904761904761905	0.45849802371541504	0.8564495680036627
762	Q8II72	Q8IKC8	0.6428571428571429	0.6600790513833992	0.9440679310911302
763	C0H5I7	O97282	0.9047619047619048	0.8507905138339922	0.9833866284322947
764	Q8IBY4	Q8IE10	0.9285714285714287	0.6531620553359684	0.9436087531400965
765	Q8I463	Q8IL02	0.9047619047619048	0.8626482213438734	0.977416736710752
766	Q8I431	Q8IDB0	0.9761904761904763	0.9802371541501977	0.9973172786391222
767	Q76NN6	Q8IFP3	0.30952380952380953	-0.16798418972332016	0.7964742897844613
768	Q8IIX5	Q8IKC8	-0.2142857142857143	0.2005928853754941	0.13537476576931856
769	C0H4A6	Q8IDK7	0.6190476190476191	0.8557312252964427	0.9692117843197752
770	Q7KQL5	Q8IEQ1	0.7857142857142858	0.475296442687747	0.9534719070954183
771	Q8I431	Q8IDR9	0.9761904761904763	0.8764822134387351	0.982316610293895
772	Q8IJ34	Q8IJC6	0.9285714285714287	0.9476284584980237	0.9632123827075236
773	O96220	Q8II61	0.7142857142857144	0.8606719367588934	0.9302959843189962
774	Q8I3J0	Q8IIM8	0.09523809523809526	0.45158102766798425	0.8921038208907515
775	Q8IAX5	Q8IKR1	0.5476190476190477	0.7964426877470356	0.8419301457088416
776	C0H5I7	Q8I6T3	0.2380952380952381	0.633399209486166	0.7415159688813946
777	O97247	Q8IJN9	0.7142857142857144	0.8171936758893281	0.9561821772175643
778	Q8I0P6	Q8I0V2	-0.1666666666666667	0.3073122529644269	0.8714935531486259
779	C6KT23	Q8IDB0	0.9523809523809524	0.9713438735177865	0.9914359090271492
780	O77323	O97247	1.0	0.9525691699604744	0.9795515284718576
781	Q8IBR6	Q8II82	1.0	0.9555335968379446	0.9850535062920549
782	Q8IKM5	Q8ILL2	0.9761904761904763	0.8754940711462451	0.9740503599377446
783	Q8I1V1	Q8IC05	0.19047619047619052	0.48517786561264825	0.6110347227386439
784	Q7K6A9	Q8IAR3	0.9761904761904763	0.892292490118577	0.9808556390969232
785	O77323	Q8I5B6	0.38095238095238104	0.5079051383399209	0.8167245322764427
786	O97282	Q8IDG3	0.523809523809524	0.7569169960474308	0.8226172790731815
787	Q8IC05	Q8IKH3	0.28571428571428575	0.5731225296442688	0.7197765643783136
788	C6KT19	Q8IJM9	-0.19047619047619052	0.5790513833992095	0.8186085560558107
789	C6KT19	Q9TY99	0.09523809523809526	0.15415019762845852	0.24928563148841343
790	Q8I0V2	Q8IEU2	0.8333333333333335	0.7598814229249011	0.8243622203366097
791	Q8IBI3	Q8II71	0.9761904761904763	0.908102766798419	0.9964449948957651
792	C6KT19	Q8IIB4	-0.6666666666666669	-0.04743083003952569	0.7704359176664378
793	Q8IC43	Q8IJ76	-0.09523809523809526	0.43478260869565216	0.6428195333407054
794	Q7KQL9	Q8ID43	0.4761904761904762	0.3982213438735178	0.8920560920082528
795	Q8IKW5	Q8IM10	0.9285714285714287	0.9061264822134387	0.9955424357156071
796	C0H4A6	Q8IAX8	0.7142857142857144	0.9110671936758895	0.9841664230746155
797	Q8I490	Q8IIF0	0.3333333333333334	0.5148221343873518	0.9163435274563829
798	Q8I5C4	Q8IKW5	0.8571428571428572	0.7944664031620554	0.9734175122025824
799	Q8IB24	Q8ILI2	0.6904761904761906	0.6472332015810277	0.9437827837919543
800	Q8IIU8	Q8ILL3	0.9761904761904763	0.9466403162055337	0.9944035837320828
801	Q8I5H4	Q8IDB0	0.261904761904762	0.7618577075098815	0.9669915518873009
802	Q8II61	Q8IL02	0.7619047619047621	0.9920948616600791	0.9948730649538776
803	A0A144A3N9	Q8IFP3	-0.5952380952380953	0.2766798418972332	0.2924485739370883
804	Q8IDR9	Q8IJC6	0.9523809523809524	0.9071146245059288	0.9813675887559321
805	Q8I431	Q8II61	0.880952380952381	0.9713438735177865	0.9984010866572421
806	Q8I0U8	Q8IBB9	0.2380952380952381	0.7223320158102766	0.20469604629229854
807	Q8I0U7	Q8I6T3	0.9523809523809524	0.7707509881422924	0.9813355651401927
808	O00806	Q8IBY4	0.9523809523809524	0.9782608695652174	0.9988508749738447
809	Q76NN7	Q7KQL5	-0.1666666666666667	-0.05632411067193676	0.6971786497543142
810	C6KST5	Q8IKW5	0.8333333333333335	0.9071146245059288	0.9873473090556064
811	Q6ZMA8	Q8IJX8	0.5000000000000001	0.733201581027668	0.9861264467614586
812	Q8ID43	Q8ILA4	0.1666666666666667	0.3102766798418973	0.7017941189242379
813	Q8I323	Q8IFP3	0.2380952380952381	0.35474308300395263	0.8717628336027792
814	Q8I3R0	Q8IBY4	0.9761904761904763	0.9219367588932808	0.9918304435768996
815	C6KSV3	Q8IFP3	-0.7380952380952381	0.09387351778656126	0.6012457032546086
816	A0A5K1K9F3	Q8I2X4	0.880952380952381	0.8774703557312253	0.9902871754187688
817	Q76NN6	Q8IIR9	0.2380952380952381	0.6857707509881423	0.9785850558822008
818	A0A143ZY58	Q8IKH3	0.9523809523809524	0.9041501976284586	0.9773518656711925
819	A0A5K1K8V8	Q8I3T8	0.9285714285714287	0.7598814229249011	0.9770769764301215
820	Q8II43	Q8II61	0.7619047619047621	0.91600790513834	0.963386902690303
821	C6KST3	C6KST5	0.4047619047619048	0.7371541501976284	0.7850964720443463
822	Q8IE84	Q8IIV1	-0.07142857142857144	0.16205533596837948	0.8221803693974827
823	K7NTP5	Q8I3T8	0.5000000000000001	0.7875494071146245	0.8330998679838791
824	Q8IEC8	Q8IL86	-0.38095238095238104	0.40019762845849804	0.9111448917594103
825	C0H5I7	Q7KQL5	-0.3333333333333334	0.06422924901185771	0.6567362536322232
826	Q8I2F4	Q8II72	0.261904761904762	0.408102766798419	0.03698299999738016
827	C0H4W2	Q76NN6	0.07142857142857144	0.8853754940711462	0.9666823958960999
828	Q8IAX5	Q8IIA2	1.0	0.8507905138339922	0.9934898892140233
829	C6KSV3	O97227	-0.11904761904761905	0.1314229249011858	0.8757088130152691
830	Q8IDS0	Q8IEP9	0.8333333333333335	0.7124505928853756	0.9595600185615821
831	Q8I3T8	Q8IE10	0.9523809523809524	0.882411067193676	0.9619709940831095
832	O97320	Q8IB31	0.4761904761904762	0.6788537549407114	0.9590339500147543
833	Q8IEU2	Q8III8	0.30952380952380953	0.6442687747035574	0.9364981447465748
834	C0H516	Q8I3W9	0.8095238095238096	0.9140316205533597	0.9698471568970196
835	Q8I0V2	Q8I3T8	-0.3333333333333334	0.22134387351778656	0.8754586205088866
836	Q8IAR3	Q8IDG3	0.9761904761904763	0.974308300395257	0.9957978194467128
837	Q76NN6	Q8I3X4	-0.07142857142857144	0.5247035573122529	0.8300795373841818
838	Q8IE10	Q8IL02	0.7619047619047621	0.8112648221343874	0.9316306390741552
839	Q7K6A9	Q8IBI3	0.9523809523809524	0.9614624505928853	0.992098312795664
840	Q7KQL5	Q8IE66	-0.6904761904761906	0.6778656126482214	0.13333883608273958
841	Q8IKH8	Q8IL58	0.8571428571428572	0.7677865612648223	0.9276102578776018
842	C6S3G2	Q8I0V2	0.7619047619047621	0.8053359683794467	0.8945692328404873
843	A0A5K1K8V8	Q8IBV7	-0.9285714285714287	-0.15711462450592886	0.6268965422270104
844	O96220	Q8I5C4	1.0	0.9812252964426879	0.9846165158047885
845	Q8I2W2	Q8II24	0.09523809523809526	0.7450592885375494	0.5184524128499168
846	O77323	Q8II43	0.9761904761904763	0.9061264822134387	0.9945171964866709
847	Q8I3X4	Q8IKT2	0.7142857142857144	0.8656126482213439	0.8802436018629054
848	O77381	Q8IJC6	0.9523809523809524	0.958498023715415	0.9925057511905421
849	Q8IBN4	Q8IKC8	-0.261904761904762	-0.19367588932806326	0.01403042058141929
850	Q8IJN9	Q8ILA4	0.7142857142857144	0.6729249011857709	0.9279437858390944
851	Q8I5B3	Q8IB24	-0.28571428571428575	0.325098814229249	0.8002773871644306
852	C0H5H0	Q8IIJ6	-0.023809523809523815	0.5681818181818182	0.9760880973889781
853	C6KSV2	Q8II61	0.880952380952381	0.6857707509881423	0.9035639874818568
854	Q76NN6	Q8IIB6	0.0	0.49802371541501983	0.6753886459043807
855	Q8I2X4	Q8IBI3	0.880952380952381	0.882411067193676	0.9581128271985866
856	Q8IDR9	Q8IM10	0.9047619047619048	0.8794466403162056	0.9795621460063901
857	C0H5C2	Q8IK15	0.04761904761904763	-0.11264822134387352	-0.2718154020756636
858	C0H5H0	Q8IDE7	-0.04761904761904763	0.6531620553359684	0.7363360226099943
859	Q7K6A5	Q8I1V1	-0.9761904761904763	0.022727272727272724	0.4614064141498272
860	A0A5K1K8V8	O00806	0.9761904761904763	0.7737154150197629	0.9719810574305446
861	O77396	Q8I6T3	0.9761904761904763	0.8685770750988143	0.985004853697096
862	Q7KQL5	Q8IBV7	0.4523809523809524	0.75	0.9054970782581926
863	Q8IJC6	Q8IKW5	0.9047619047619048	0.884387351778656	0.982038538517994
864	O97282	Q8IC01	0.9761904761904763	0.9199604743083004	0.9933650167063134
865	K7NTP5	O00806	0.30952380952380953	0.7292490118577075	0.8288315583487693
866	Q8IEK3	Q8IIA2	-0.4523809523809524	0.383399209486166	0.8615473117426464
867	Q8I487	Q8IDB0	0.09523809523809526	0.34683794466403167	0.0014410378473109081
868	O97313	Q8IDR9	0.9761904761904763	0.9179841897233202	0.9870718212625763
869	O00806	Q8IDN6	0.28571428571428575	0.6936758893280633	0.8596072171411067
870	O96153	Q8I6T3	0.9285714285714287	0.8260869565217392	0.9941125247571985
871	O97282	Q8IAR3	0.4285714285714286	0.7094861660079053	0.8024153032034035
872	Q6ZLZ9	Q8IE66	-0.6904761904761906	0.5256916996047432	0.054438208705869684
873	A0A5K1K910	Q7KQL5	0.30952380952380953	0.40711462450592883	0.7804523339355445
874	Q8IFP3	Q8ILB6	-0.19047619047619052	0.3626482213438736	0.6114224072569133
875	P50250	Q8IFP3	0.19047619047619052	0.24209486166007904	0.8336216214134214
876	C6KT23	Q8IB14	-0.7380952380952381	0.16699604743083005	0.7705579095729524
877	Q8IKH8	Q8ILL2	0.9523809523809524	0.9357707509881423	0.9842115217776408
878	C0H5C2	Q8IIV2	-0.7619047619047621	-0.007905138339920948	0.5898034597807211
879	C6KST5	Q8IJN9	0.6904761904761906	0.757905138339921	0.9754249950655807
880	C6KST3	Q8IDG3	0.9761904761904763	0.9594861660079053	0.9969945499774437
881	Q76NN6	Q8IKA6	0.2380952380952381	0.4762845849802372	0.9788100104880294
882	C6KSV8	Q8I484	-0.261904761904762	-0.1057312252964427	0.33763880924013645
883	Q8I463	Q8ILL2	0.9523809523809524	0.9822134387351777	0.9970789485219761
884	A0A5K1K7U1	Q8IJW0	0.9761904761904763	0.8626482213438734	0.9953793151378606
885	C0H571	Q8I4T3	0.3333333333333334	0.5098814229249012	0.05711428628277353
886	Q8I6U6	Q8ILZ1	0.0	0.38932806324110675	-0.02625423223541051
887	Q8I4T3	Q8IIX5	-0.19047619047619052	-0.021739130434782608	-0.04677763237909811
888	C0H4C7	Q8IBR6	0.9523809523809524	0.9683794466403162	0.9820420242274837
889	O96220	O97282	1.0	0.9644268774703558	0.979592436154628
890	Q8IAX5	Q8IKP1	0.04761904761904763	0.6492094861660079	0.9187819088050772
891	C6KT19	Q8IIM8	0.3333333333333334	0.7411067193675891	0.9438015178782626
892	Q76NM3	Q8IK90	0.4047619047619048	0.6788537549407114	0.8156632320005066
893	O77323	Q8IDZ8	0.9047619047619048	0.8942687747035574	0.9795672923604526
894	Q8I5M9	Q8IKH8	-0.38095238095238104	0.03063241106719368	0.6576396559885995
895	Q8IFP3	Q8IJN9	-0.3571428571428572	0.45652173913043476	0.5463585178713997
896	C6KT25	Q8I3X4	0.0	0.043478260869565216	0.49554146075848676
897	C0H4W2	Q8I5V6	0.2142857142857143	0.6294466403162056	0.9641343329394692
898	Q8II24	Q8IJW0	0.4761904761904762	0.6264822134387352	0.581731162267495
899	C0H5H0	Q8IBI3	0.4285714285714286	0.6946640316205535	0.9259569446445015
900	Q8IJT1	Q8IK90	0.9523809523809524	0.9752964426877472	0.9893795347255183
901	Q8IDR9	Q8IET7	0.9761904761904763	0.849802371541502	0.9798012353233665
902	C0H4A6	O77381	0.9761904761904763	0.9713438735177865	0.9966607543745196
903	C6KT34	Q8IDG2	1.0	0.9624505928853755	0.9974809255530593
904	C6KST5	O77396	0.3571428571428572	0.6393280632411067	0.6880739434247262
905	O77323	Q6ZLZ9	-0.023809523809523815	0.31521739130434784	0.6345102049523268
906	Q8I280	Q8IEP9	0.8095238095238096	0.974308300395257	0.9837486993817711
907	Q8IBI3	Q8IJT1	0.9523809523809524	0.8794466403162056	0.9803311557438832
908	Q8I431	Q8IJ34	0.9047619047619048	0.9535573122529646	0.9712065222216612
909	Q8I566	Q8IKW5	-0.3571428571428572	0.10375494071146245	0.7415750469945419
910	Q8IKH8	Q8IKV8	0.14285714285714288	0.38636363636363635	0.8044039440303211
911	Q8IJC6	Q8IK83	0.1666666666666667	-0.4614624505928854	-0.36053123955105104
912	C0H4A6	Q8IB24	0.7857142857142858	0.608695652173913	0.9672685239057879
913	Q8IAX6	Q8IL58	0.8571428571428572	0.7420948616600791	0.9358170039839687
914	O96220	Q8I6T3	0.4285714285714286	0.7361660079051384	0.6954085950131159
915	O97313	Q8IEQ1	0.1666666666666667	0.49209486166007904	0.7543713247811364
916	Q6ZMA7	Q8IJM9	-0.6666666666666669	0.6976284584980238	0.8022357507253239
917	Q8I0V2	Q8IC43	-0.8095238095238096	-0.03754940711462451	0.6126736990017998
918	O97282	Q8IBI3	0.523809523809524	0.7292490118577075	0.8365566951247598
919	O97313	Q8IIU8	0.9285714285714287	0.9288537549407114	0.9953152721548183
920	Q6ZMA7	Q9TY99	0.5714285714285715	0.3873517786561265	0.43889892164583133
921	Q8I0P6	Q8IDR9	0.9047619047619048	0.5622529644268774	0.9631576955398816
922	A0A144A3N9	Q8IKW5	0.6904761904761906	0.9426877470355731	0.8283356531663533
923	Q8IJC6	Q8IJX8	0.6666666666666669	0.7835968379446642	0.9788728708193309
924	Q8I5Y9	Q8IDN4	-0.6428571428571429	0.10276679841897234	0.9170757192671524
925	Q8IEQ1	Q8ILE3	0.7142857142857144	0.8290513833992096	0.8890577824030628
926	Q8IE10	Q8ILL3	0.8095238095238096	0.7845849802371542	0.9297672474769298
927	Q8I261	Q8IDG3	0.9761904761904763	0.958498023715415	0.9890798569148493
928	Q8IC05	Q8IFP2	0.4285714285714286	0.8181818181818183	0.9223231583853067
929	Q8I2U5	Q8IKW5	0.6666666666666669	0.816205533596838	0.8534851451744161
930	C6KT25	Q8IEK3	0.7857142857142858	0.6926877470355731	0.970763682723079
931	C6KT23	Q8IJ34	0.8095238095238096	0.9278656126482213	0.9559175607932932
932	C0H4U4	P61074	-0.3333333333333334	-0.07509881422924902	0.2704818151946988
933	Q8II61	Q8ILL2	0.880952380952381	0.8626482213438734	0.9820306926836586
934	O77381	Q8IIB4	0.9523809523809524	0.9318181818181819	0.9925645230392444
935	Q8IB31	Q8IBY4	-0.5714285714285715	-0.1314229249011858	0.672902245033796
936	C0H5I7	Q8IFP3	-0.6904761904761906	0.0691699604743083	0.5712679960312479
937	O77381	Q8IEK3	-0.30952380952380953	0.23320158102766803	0.7647364832107166
938	O77381	Q8IKW5	0.9047619047619048	0.8389328063241107	0.9899852528700257
939	O97282	Q8IKT2	0.5714285714285715	0.8428853754940712	0.8992791850808896
940	O96220	Q8II43	0.9761904761904763	0.9703557312252965	0.9932827640218749
941	Q8IAX6	Q8ILL2	0.9523809523809524	0.9090909090909092	0.9842206423261225
942	Q8IAX5	Q8IK15	-0.04761904761904763	-0.21442687747035571	-0.27736869016234933
943	Q8IJM0	Q8ILC1	0.4285714285714286	0.6778656126482214	0.6404922726330518
944	Q76NM4	Q8IC05	0.09523809523809526	0.2727272727272727	0.8578761190701785
945	O77323	O96220	1.0	0.9169960474308301	0.9914466519792171
946	P50250	Q8I3X4	0.8095238095238096	0.8488142292490118	0.9088469180964589
947	C6KT34	Q8I261	1.0	0.9713438735177865	0.9931706887723177
948	Q8IDK7	Q8II24	0.5476190476190477	0.6650197628458498	0.9345328133048874
949	O97319	Q8ILL3	0.6190476190476191	0.8774703557312253	0.9180758936767887
950	Q8IM10	Q9TY99	0.4523809523809524	0.8310276679841897	0.6496602002090206
951	Q6ZLZ9	Q8I0X1	0.7619047619047621	0.8754940711462451	0.9703987879605449
952	Q8I463	Q8IKK7	0.5952380952380953	0.825098814229249	0.9130760401860826
953	Q8IDZ9	Q8IIW2	0.9285714285714287	0.9693675889328063	0.9798672081925462
954	Q8IET7	Q8IM10	0.9523809523809524	0.8517786561264822	0.9549659639906871
955	Q8IFP3	Q8ILA4	-0.5952380952380953	-0.01482213438735178	0.43540745421386173
956	Q8IAX5	Q8IIV2	-0.8333333333333335	-0.09387351778656126	0.6401692256674651
957	C6KSV2	O97282	0.4285714285714286	0.6294466403162056	0.9191468284777744
958	Q76NN6	Q8I5V6	0.4047619047619048	0.598814229249012	0.9648499601241278
