Gene ID	source_id	scaled sense - 40-5 hours post-invasion - unique only	scaled sense - 2-10 hours post-invasion - unique only	scaled sense - 7-15 hours post-invasion - unique only	scaled sense - 12-20 hours post-invasion - unique only	scaled sense - 17-25 hours post-invasion - unique only	scaled sense - 22-30 hours post-invasion - unique only	scaled sense - 27-35 hours post-invasion - unique only	scaled sense - 32-40 hours post-invasion - unique only	Gene Name or Symbol	sense - T05 - unique only	sense - T10 - unique only	sense - T15 - unique only	sense - T20 - unique only	sense - T25 - unique only	sense - T30 - unique only	sense - T35 - unique only	sense - T40 - unique only	3D7 2020 sense - 0hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 8hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 16hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 24hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 32hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 40hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 48hr 3D7 DAFT-seq - unique only
PF3D7_0526800	PF3D7_0526800.1	37.4	174.04	279.62	398.78	851.82	1600.99	2691.62	1762.53	N/A	42.66	123.08	247.25	244.34	282.48	234.63	254.27	133.13	146.99	265.15	292.86	280.28	213.47	131.48	133.59
PF3D7_0526900	PF3D7_0526900.1	92.54	285.53	552.24	571.17	1301.22	1544.4	3089.8	3110.44	N/A	252.94	749.28	1248.77	1159.02	887.36	812.68	722.57	733.61	254.28	436.21	437.82	331.67	210.31	193.69	193.7
PF3D7_0527000	PF3D7_0527000.1	190.8	36.29	20.17	14.28	320.93	1923.14	7273.4	11885.47	MCM3	233.71	53.85	19.43	13.38	171.19	443.15	847.43	1001.57	196.87	157.93	171.23	340.91	673.76	567.57	366.16
PF3D7_0527100	PF3D7_0527100.1	278.96	325.71	402.42	478.81	1475.72	2920.14	5861.26	6266.6	UBC13	271.8	319.11	404.97	441.71	407.42	431.47	496.23	566.14	210.37	323.83	383.36	365.51	478.27	401.99	359.28
PF3D7_0527200	PF3D7_0527200.1	168.52	85.74	202.23	250.3	1122.21	1740.26	3425.3	4525.55	USP14	273.55	178.27	303.91	401.83	548.62	542.49	605.28	625.62	184.33	250.74	289.75	417.59	365.42	310.78	208.49
PF3D7_0527300	PF3D7_0527300.1	63.16	48.78	51.62	95	539.67	894.23	1198.32	850.25	METAP1a	70.09	58.82	65.62	105.48	155.77	179.41	115.49	70.81	86.45	119.43	155.96	161.37	119.77	90.04	91.27
PF3D7_0527400	PF3D7_0527400.1	133.07	184.61	239.64	126.11	380.33	319.11	371.6	495.1	N/A	184.87	326.17	275.26	207.4	134.23	70.25	59.57	75.94	277.36	268.74	185.15	159.87	101.1	103.28	150.55
PF3D7_0527500	PF3D7_0527500.1	473.23	913.44	920.45	1034.19	4328.68	8458.22	12170.63	5747.81	HIP	353.83	648.91	771.92	798.12	1301.27	1420.99	1038.85	388.37	316.34	542.23	792.83	777.63	640.66	343.43	415.53
PF3D7_0527600	PF3D7_0527600.1	39.57	6.65	7.08	19.51	143.12	272.09	704.29	784.24	N/A	90.5	31.3	17.64	47.64	82.19	128.19	161.37	132.09	110.56	109.98	74.3	165.29	117.32	122.1	97.56
PF3D7_0527700	PF3D7_0527700.1	0	0	0	0	0	0	0	10.13	N/A	0	0	0	0	0	0	0	9.9	0	0	0	0	0	3.19	3.13
PF3D7_0527800	PF3D7_0527800.1	0	0	0	0	0	9.04	0	8.91	N/A	0	0	0	0	0	0	0	2.9	0	2.71	5.17	2.49	7.83	0	2.78
PF3D7_0527900	PF3D7_0527900.1	45.73	119.07	130	130	381.48	588.64	859.18	517.36	DDX41	59.45	146.43	161.51	153.15	147.63	151.04	110.66	61.7	150.78	244.53	238.03	167.93	145.88	100.96	137.23
PF3D7_0528000	PF3D7_0528000.1	64.66	74.16	166.52	166.85	803.39	1236.63	3374.08	5193.19	UMP1	150.57	163.36	297.24	442.51	434.58	548.67	784.93	699.11	101.42	106.57	77.66	173.07	87.33	76.28	56.63
PF3D7_0528100	PF3D7_0528100.1	125.76	111.06	150.35	131.25	430.68	594.57	1202.96	1585.03	N/A	197.23	200.23	191.37	191.83	181.1	197.76	209.84	232.65	156.97	228.36	183.5	218.74	157.05	178.78	151.91
PF3D7_0528200	PF3D7_0528200.1	173.44	274.72	458.92	359.28	1291.27	1663.82	2420.45	1733.96	EIF3E	320.5	623.77	803.95	853.01	734.69	616.91	514.84	272.02	254.26	422.41	418.78	361.79	204.09	199.56	239.58
PF3D7_0528300	PF3D7_0528300.1	99.86	12.24	3.71	0.97	0.62	1.8	2.14	74.35	N/A	72.29	22.6	3.19	0.28	0.12	0.06	0.71	30.58	75.03	26.53	6.89	4.35	20.09	73.19	63.77
PF3D7_0528400	PF3D7_0528400.1	461.03	45.65	15.99	4.97	8.01	10.03	29.35	1234.14	DHHC7	570.84	204.26	27.81	6.63	1.79	2.67	28.85	461.4	237.73	72.02	25.17	25.44	93.48	278.62	217.14
PF3D7_0528500	PF3D7_0528500.1	20.55	3.16	2.32	1.8	3.34	33.54	246.86	560.24	CPalpha	23.27	7.95	4.16	2.88	2.93	26.14	68.17	88.52	38.77	50.48	29.62	41.19	46.62	59.46	54.46
PF3D7_0528600	PF3D7_0528600.1	141.52	161.15	265.04	127.94	768.15	1240.58	1920.96	1640.91	N/A	202.45	295.87	240.28	238.97	247.07	269.55	253.64	143.7	85.78	145.13	153.64	99.37	94.63	69.47	93.23
PF3D7_0528700	PF3D7_0528700.1	43.94	94.04	131.87	105.51	303.03	463.5	698.42	610.38	CYP23	51.56	134.2	147.01	137.81	109.36	105.64	89.94	65.78	52.32	109.79	104.89	94.52	58.2	54.13	69.51
PF3D7_0528800	PF3D7_0528800.1	39.09	61.56	108.66	70.46	303.74	344.54	388.76	167.52	N/A	73.89	154.96	163.39	167.54	139.07	111.21	65.89	25	177.14	222.4	196.13	162.52	74.11	58.03	85.64
PF3D7_0528900	PF3D7_0528900.1	15.83	7.34	8.83	9.26	35.52	31.36	26.12	36.89	N/A	22.4	19.04	20.49	19.42	12.81	12.43	6.93	10.43	34.33	37.59	22.2	23.55	16.13	18.54	30.96
PF3D7_0529000	PF3D7_0529000.1	94.25	55.42	82.74	72.53	260.82	309.8	632.27	880.16	TIP	137.26	120.93	114.51	132.84	105.11	115.06	119.39	108.24	124.68	170.17	108.2	149.91	72.37	89.3	83
PF3D7_0529100	PF3D7_0529100.1	5.69	2.45	4.93	16.91	139.47	402.79	988.95	884.88	ATrx2	11.43	3.85	9.1	37.37	71.53	125.1	133.62	90.67	46.93	48.02	68.7	121.9	94.13	85.72	68.59
PF3D7_0529200	PF3D7_0529200.1	5.56	1.25	1.38	1.69	7.82	87.88	295.03	154.9	N/A	5.32	1.39	2.54	2.13	5.74	38.29	28.28	12.72	9.54	12.63	11.07	15.46	17.8	11.51	10.86
PF3D7_0529300	PF3D7_0529300.1	4.07	1.01	0.43	2.12	60.04	123.77	360.76	386.44	TIC22	10.18	4.3	2.01	8.59	32.41	55.77	59.18	45.12	12.41	11.72	11.66	35.93	22.41	16.09	13.38
PF3D7_0529400	PF3D7_0529400.1	174.63	20.37	11.51	15.66	161.92	422.91	1365.89	3702.37	AKIT5	304.57	79.52	17.21	29.98	97.03	159.5	338.23	738.22	270.53	160.25	136.22	282.13	522.7	605.47	365.04
PF3D7_0529400	PF3D7_0529400.2	174.63	20.37	11.51	15.66	161.92	422.91	1365.89	3702.37	AKIT5	304.57	79.52	17.21	29.98	97.03	159.5	338.23	738.22	270.53	160.25	136.22	282.13	522.7	605.47	365.04
PF3D7_0529500	PF3D7_0529500.1	27.99	149.76	222.26	283.98	645.1	855	1536.18	1389.89	N/A	17.9	49.35	90.2	95.91	73.82	79.42	78.13	51.57	33.02	64.91	65.27	75.35	56.69	44.26	43.2
PF3D7_0529600	PF3D7_0529600.1	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	6.6	0	3.05	8.83	2.85	0	0	3.13
PF3D7_0529700	PF3D7_0529700.1	5.19	0.92	0.92	5.21	57.43	116.1	242.48	136.32	N/A	5.64	2.18	2.06	11.59	25.73	33.9	25.31	14.94	36.16	34.6	33.27	56.16	31.89	28.34	28.29
PF3D7_0529800	PF3D7_0529800.1	42.12	7.31	4.78	6.74	77.15	357.2	1048.8	1467.83	N/A	93.96	28.37	10.31	21.03	84.7	169.61	263.54	324.32	149.94	88	106.36	191.17	310.77	258.29	179.32
PF3D7_0529900	PF3D7_0529900.1	220.25	201.83	261.89	196.3	499.38	609.2	1017.72	1270.06	N/A	237.54	283.95	310.83	281.12	187.86	157.79	149.23	200.47	147.73	178.39	156.54	109.45	123.76	160.21	162.26
PF3D7_0530000	PF3D7_0530000.1	74.27	99.04	116.34	29.13	150.19	506.22	1321.08	908.79	N/A	213.19	313.45	267.52	113.39	170.01	316.06	380.18	227.75	87.95	47.2	32.39	54.32	51.12	46.57	56.77
PF3D7_0530100	PF3D7_0530100.1	242.36	71.88	56.82	43.56	137.16	175.63	418.92	612.74	SYN6	349.43	194.97	90.87	87.37	73.39	71.81	92.94	92.81	260.82	112.78	65.34	86.52	66.99	119.58	176.72
PF3D7_0530200	PF3D7_0530200.1	13.04	3.34	2.96	0.67	28.76	161.59	768.49	1219.61	PPT	33.44	9.2	2.43	1.84	33.55	104.25	171.16	172.75	64.69	59.63	37.8	134.76	112.69	118.28	64.34
PF3D7_0530300	PF3D7_0530300.1	64.72	6.77	3.19	1.59	20.2	81.54	342.02	1131.66	PIC6	121.63	28.06	5.96	2.14	17.98	49.82	91.25	247.32	80.45	39.58	28.27	45.02	116.94	143.39	97.2
PF3D7_0530400	PF3D7_0530400.1	2.64	0.63	0.41	1.12	55.89	110.71	155.29	49.42	N/A	2.36	0.49	0.38	3.63	19.56	25.43	12.34	6.68	29.52	25.91	34.3	48.51	33.98	33.39	33.36
PF3D7_0530500	PF3D7_0530500.1	0.16	0.08	0	0.04	0.51	5.45	21.44	6.59	N/A	1.03	0.09	0.09	0.15	0.27	4.11	2.48	4.53	1.76	1.48	2.19	1.71	0.5	1.78	2.8
PF3D7_0530600	PF3D7_0530600.1	13.47	52.29	91.56	74.32	267.86	395.95	641.21	410.03	N/A	41.34	136.23	173.81	167.05	170.56	164.86	145.21	69.91	121.58	122.08	158.47	113.41	119.31	72.94	92.92
PF3D7_0530700	PF3D7_0530700.1	6.6	39.13	68.47	72.53	264.67	367.19	536.85	217.91	N/A	7.12	40.11	69.54	76.55	79.1	74.41	48.49	17.86	54.32	92.27	85.23	93.43	49.88	35.68	43.2
PF3D7_0530750	PF3D7_0530750.1	1.92	0.6	1.53	0.27	2.43	35.33	242.14	262.17	DPM3	6.99	2.69	1.97	0.83	4.6	26.78	37.17	31.78	20.93	23.2	12.38	38.54	16.97	24.54	25.14
PF3D7_0530800	PF3D7_0530800.1	16.73	11.26	11.77	18.8	129.26	219.97	373.38	207.78	N/A	6.53	8.78	9.03	12.26	23.4	19.98	15.2	9.83	30.78	42.91	49.22	39.38	37.97	43.21	68.55
PF3D7_0530900	PF3D7_0530900.1	42.62	4.12	1.55	0.97	1.3	3.8	20.99	501.46	FRM1	73.75	17.62	3.15	1.48	0.71	1.65	13.58	134.37	60.93	36.26	17.42	25.82	78.55	142.62	85.63
PF3D7_0531000	PF3D7_0531000.1	21.56	15.69	32.85	32.52	123.9	168.17	455.53	652.86	N/A	34.79	36.47	57.25	63.81	56.47	84.36	95.88	97.86	56.64	77.82	51.05	86.34	53.98	58.56	46.53
PF3D7_0531100	PF3D7_0531100.1	23.82	1.94	1.08	0.79	2.67	5.63	26.52	426.12	N/A	43.8	11.83	3.21	1.78	2.9	3.72	14.28	92.85	57.54	18.65	10.32	18.32	75.67	104.98	61.85
PF3D7_0531200	PF3D7_0531200.1	8.21	1.54	0.49	0.69	36.71	79.33	194.28	148.67	N/A	9.97	5.35	1.68	4.04	24.8	37.34	28.99	22.59	26.9	17.64	25.6	38.36	29.09	29.68	27.39
PF3D7_0531300	PF3D7_0531300.1	24.83	4.23	3.62	1.07	19.76	99	381.8	331.43	N/A	74.42	28.45	5.57	4.31	35.77	102.41	103.63	108.15	68.18	29.73	28.82	42.57	59.34	58.37	57.92
PF3D7_0531400	PF3D7_0531400.1	8.03	25.42	40.91	32.83	124.56	128.68	272.37	215.86	N/A	13.76	47.41	62.24	59.47	54.66	51.53	45.24	24.58	63.26	85.1	69.25	72.49	44.24	32.4	41.08
PF3D7_0531500	PF3D7_0531500.1	0.65	0.17	0.22	1.54	9.61	21	30.85	70.99	N/A	0.38	0.38	1.49	1.87	2.19	2.57	3.15	8.99	20.55	13.42	14.88	16.3	33.6	19.03	12.25
PF3D7_0531600	PF3D7_0531600.1	3269.32	2085.91	2834.8	2593.09	11082.29	13133.77	33388.08	37231.34	N/A	224.86	137.82	105.08	293.47	92.76	214.63	438.05	235.02	73.48	151.18	152	113.01	166.23	96	126.6
PF3D7_0531800	PF3D7_0531800.1	0	0	0	0.73	0	4.72	11.19	4.65	N/A	0	0	0	1.47	0	1.35	0	1.52	14.89	5.63	24.29	10.41	17.68	10.32	11.55
PF3D7_0532000	PF3D7_0532000.1	7199.02	5023.61	4542.13	3768.64	15985.53	22388.24	56622.06	91574.09	N/A	766.63	599.64	448.69	846.67	332.3	570.1	1201.62	774.04	379.44	569.77	546.32	372.15	659.62	652.33	720.64
PF3D7_0532100	PF3D7_0532100.1	1246.25	3426.75	3184.05	5585.45	33935.24	43811.02	35528.7	11775.96	ETRAMP5	546.23	1473.41	1835.25	3807.51	5452.58	3047.29	1553.03	403.19	1137.72	2052.53	4232.48	3660.79	1805.48	1039.21	1278.05
PF3D7_0532200	PF3D7_0532200.1	8.47	3.64	8.43	12.12	35.78	96.86	206.38	287.25	N/A	12.72	8.65	11.75	17.88	11.65	29.39	31.51	48.79	19.42	26.93	21.42	27.97	29.05	29.55	18.19
PF3D7_0532300	PF3D7_0532300.1	15.21	154.74	444.14	768.08	1795.56	1017.77	785.53	277.55	N/A	16.16	299.19	843.83	1097.38	430.06	193.08	83.72	25.81	191.85	1055.97	1643.19	479.83	111.92	62.19	145.33
PF3D7_0532400	PF3D7_0532400.1	19.11	55.59	264.28	1042.12	3059.02	3750.53	4973.32	1853.1	LyMP	36.08	99.25	651.33	1552.29	1127.44	1003.54	612.72	181.46	146.43	428.37	997.64	628.93	407.75	152.37	113.4
PF3D7_0532500	PF3D7_0532500.1	1.31	0.26	0	8.37	223.4	201.8	219.81	167.79	N/A	3.97	0.57	4.49	61.15	84.53	68.92	22.41	17.9	13.08	26.07	63.34	84.41	35.04	13.64	8.31
PF3D7_0532600	PF3D7_0532600.1	2.16	1	1.39	57.97	1757.94	1147.66	736.56	148.7	N/A	3.07	1.33	7.16	495.4	671.53	284.31	65.17	13.65	11.96	22.78	113.1	92.12	36.77	17.08	9.97
PF3D7_0532700	PF3D7_0532700.1	1.35	0.91	0.77	0.27	1.21	9.72	15.72	5.23	VAR	1.33	1.34	0	0	0.48	1.77	0.76	3.97	0	0.52	0	0	0.25	0.27	0.54
PF3D7_0532800	PF3D7_0532800.1	3.33	16.97	24.21	30.63	94.36	138.35	155.12	29.16	N/A	4.32	21.77	36.6	46.19	44.94	47.49	10.92	3.68	1.88	4.85	8.46	5.27	0.83	1.49	1.46
PF3D7_0532900	PF3D7_0532900.1	0.17	0	0	0	1.08	16.46	20.46	3.86	RIF	0.3	0.6	0	0	0.86	0.45	1.57	4.28	0.31	0.93	1.35	2.38	1.8	0.49	0
PF3D7_0533000	PF3D7_0533000.1	0.79	2.24	4.43	1.24	22.02	89.65	134.05	20.12	RIF	0	0.55	2.44	2.05	7.38	15.01	6.05	6.55	2.59	3.69	20.02	11.68	6.91	2.73	4.23
PF3D7_0533100	PF3D7_0533100.1	11.86	8.2	13.58	31.38	68.19	142.73	173.02	179.59	VAR1CSA	8.6	2.76	7.62	10.02	12.11	11.3	7.62	14.66	15.69	16.9	26.33	27.95	41.07	40.5	27.99
PF3D7_0600100	PF3D7_0600100.1	0	0.16	0	0	0	0	0	0	VAR	0	0	0	0	0	0	0	0.31	2.66	1.14	1.37	0.53	0	0	2.35
PF3D7_0600200	PF3D7_0600200.1	0.38	1.22	0.83	1.23	1.73	2	2.37	2.31	VAR	0.29	0.56	0.52	0.43	0.31	0.2	0.2	0.59	3.5	11.15	7.18	1.25	0.52	0.84	3.61
PF3D7_0600300	PF3D7_0600300.1	14.64	4.71	2.91	2.18	6	8.74	31.9	132.52	RIF	2.28	0.26	0.5	0.21	0.18	0.19	0.77	9.28	0.26	0.6	2.12	0.19	0.39	1.05	1.24
PF3D7_0600400	PF3D7_0600400.1	0.03	0.02	0.06	0.16	0.2	0	0	0.29	VAR	0	0	0.05	0.05	0	0	0	0.19	34.85	97.29	55.34	8.59	2.77	5.88	34.68
PF3D7_0600500	PF3D7_0600500.1	0	0	0	0	0	0.67	0	0	RIF	0	0	0	0	0	0	0.19	0.22	0.53	0.6	0.96	0.92	0	0.42	0.21
PF3D7_0600600	PF3D7_0600600.1	2.1	0.39	0.25	0.35	1.95	2.27	4.71	11.74	VAR	0.43	0.43	0	0.71	0.16	0.16	0.32	3.1	0.45	0.34	0.49	0.16	0.33	1.06	0.69
PF3D7_0600700	PF3D7_0600700.1	0	0	0.31	0.22	0	0	0	3.52	RIF	0.27	0	0	0	0	0	0	0.92	0.56	0.43	2.04	1.18	0.82	0.89	0.66
PF3D7_0600800	PF3D7_0600800.1	0.15	0.24	0	0.54	0.48	0	0	0	RIF	0.26	0.27	0	0.44	0	0.2	0	0	0	0.63	4.42	2.71	1.01	0	0.21
PF3D7_0600900	PF3D7_0600900.1	0	1.86	1.18	0.84	2.14	3.12	1.85	1.54	RIF	0.59	1.48	1.74	0.49	0	0	0	0.25	0	0.23	0.22	0.21	0.45	0	0.24
PF3D7_0601000	PF3D7_0601000.1	0	0.14	0	0	0	0	0	0	EPF4	0	0.31	0	0.76	0	0.23	0	0	1.91	1.44	1.85	1.34	0.46	0.25	0.5
PF3D7_0601100	PF3D7_0601100.1	3.07	7.4	9.86	7.85	23.04	8.66	5.14	1.07	EPF3	6.53	15.23	10.08	11.83	4.44	2.17	0.31	0	5.13	5.17	4.34	1.19	0.62	0.34	3.97
PF3D7_0601200	PF3D7_0601200.1	0.37	0.58	1.83	3.99	16.59	28.65	13.33	6.09	MC-2TM	1.27	0.64	13.6	36.85	28.3	10.77	3.06	1.08	3.55	22.81	123.75	99.25	12.89	6.48	3.61
PF3D7_0601300	PF3D7_0601300.1	0	0	0	0	0	0	0	0	EPF1	0	0	0	0	0	0	0	0	0.7	2.64	2.02	1.46	0	0.28	1.35
PF3D7_0601400	PF3D7_0601400.1	0.11	0.17	0	0.15	1	0	0	0	VAR	0	0	0.18	0	0	0	0	0.47	0.19	1.16	1.53	0	0.28	0.15	0.15
PF3D7_0601500	PF3D7_0601500.1	0.44	1.95	11.28	26.29	98.48	79.18	78.91	55.05	N/A	0.77	8.69	50.1	91.56	76.58	36.73	21.72	14.35	22.15	46.34	57.94	32.58	14.21	10.06	10.64
PF3D7_0601600	PF3D7_0601600.1	1.09	2.64	8	8.08	21.58	25.43	38.46	56.54	N/A	1.32	8.53	11.89	12.77	8.6	7.13	6.28	7.37	33.67	52.68	47.5	36.88	12.18	19.61	23.65
PF3D7_0601700	PF3D7_0601700.1	2.44	9.73	31.78	73.98	396.66	365.5	393.83	212.49	N/A	3.25	23.27	98.89	170.16	184.81	123.29	70.32	38.76	94.29	313.38	312.25	282.55	64.83	52.72	52.21
PF3D7_0601800	PF3D7_0601800.1	2.16	0	0	2.3	23.88	4.97	29.47	58.77	N/A	0	0	1.85	10.86	0	0	5.69	4.79	3.91	5.95	7.1	2.74	2.83	3.1	6.09
PF3D7_0601900	PF3D7_0601900.1	80.92	380.62	633.73	615.55	1716.94	1677.48	1581.24	461.56	N/A	47.84	380.99	498.58	451.94	263.76	180.24	82.36	30.56	202.08	506.72	766.56	298.07	139.03	88.92	150.68
PF3D7_0602000	PF3D7_0602000.1	8.53	3.9	3.1	3.19	20.99	89.73	235.77	202.25	N/A	23.85	16.17	11.8	8.24	25.52	53.97	52.45	44.74	78.56	76.6	64.39	81.66	78.65	80.39	86.3
PF3D7_0602100	PF3D7_0602100.1	34.48	94.21	152.87	133.62	391.94	448.07	553.9	179.78	MTR4	58.39	210	259.46	228.88	186.87	155.91	81.1	27.28	148.88	257.73	238.47	162.87	77.36	68.23	104.86
PF3D7_0602200	PF3D7_0602200.1	17.01	62.3	133.61	212.66	780.58	1122.63	1564.31	517.72	N/A	10.68	66.26	169.43	209.57	266.29	217.98	128.48	44.63	68.29	118.3	162.99	170.1	109.69	64.11	70.94
PF3D7_0602300	PF3D7_0602300.1	1.73	0.68	0.69	0.24	4.91	22.22	100.77	39.13	PALM	1.79	0.3	1.18	0.99	1.3	10.22	9.54	8.16	9.09	4.98	5	7.88	4.33	5.95	6.06
PF3D7_0602400	PF3D7_0602400.1	10.1	6.6	10.81	52.43	447.8	944.85	1980.84	1313.96	EF-G	15.2	6.76	20.34	75.89	163.1	202.27	202.91	96.55	39.78	58.39	123.47	230.07	203.71	104.83	64.93
PF3D7_0602500	PF3D7_0602500.1	2.95	3.83	7.52	23.59	195.21	335.28	659.61	356.07	N/A	3.92	3	14.2	35.83	68.42	85.09	58.63	27.73	14.92	24.73	41.29	75	37.94	24.87	19.58
PF3D7_0602600	PF3D7_0602600.1	32.42	44.79	74.93	54.08	192.99	216.49	411.11	413.3	N/A	63.69	128.85	130.62	114.18	90.08	87.5	85.43	64.86	159.83	205.26	135.9	153.61	106.11	84.42	96.73
PF3D7_0602700	PF3D7_0602700.1	1.91	5.51	8.27	2.82	8.46	18.28	39.62	18.81	N/A	6.89	16.78	18.95	7.08	9.47	15.12	6.26	7.66	27.15	30.25	18.88	16.24	13.34	11.3	21.64
PF3D7_0602800	PF3D7_0602800.1	8.01	19.26	34.52	18.99	62.82	83.65	111.97	45.38	JmjC2	16.91	43.48	50.35	37.52	29.25	32.12	13.5	8.74	42.41	52.78	33.45	28.84	18.04	11.65	20.37
PF3D7_0602900	PF3D7_0602900.1	69.54	40.68	52.93	22.3	52.16	109.04	287.88	629.63	N/A	176.77	113.83	87.83	51.13	39.73	63.48	84.5	237.57	139.03	119.44	58.59	57.59	101.82	142.39	117.75
PF3D7_0603000	PF3D7_0603000.1	65.98	46.86	97.2	69.93	222.54	282.57	527.94	767.21	N/A	97.48	119.1	150.88	130.04	90.32	95.37	93.7	135	194.46	170.89	135.21	128.99	135.81	141.17	133.28
PF3D7_0603100	PF3D7_0603100.1	4.96	2.68	1.38	0.92	14.61	80.26	442.54	517.15	N/A	13.37	5.68	3.89	2.45	10.43	50.83	80.46	64.15	46.75	28.19	20.61	52.27	53.46	51.48	36.22
PF3D7_0603200	PF3D7_0603200.1	3.98	1.22	1.32	0.61	81.17	381.43	979.2	517.7	BCS1	6.21	3.54	1.33	4.14	76.39	166.78	130.91	43.14	25.74	26.72	33.61	93.15	69.72	50.41	39.68
PF3D7_0603300	PF3D7_0603300.1	6.91	16.32	55.69	96.18	611.86	1014.27	1351.34	556.17	DHODH	8.8	22.03	72.57	151.96	236.6	206.61	138.02	47.03	35.86	58.51	98.12	114.19	64.82	38.96	39.95
PF3D7_0603400	PF3D7_0603400.1	21.26	45.49	110.25	105.13	315.42	400.96	640.16	478.88	TEX1	45.93	128.85	248.09	238.87	206.01	164.08	181.81	113.28	160.43	191.5	203.65	216.47	185.79	127.71	131.29
PF3D7_0603500	PF3D7_0603500.1	7.45	1.91	1.66	1.82	7.46	63.27	612.77	1504.15	CAX	13.73	4.5	1.9	1.9	7	40.13	126.31	138.15	23.6	16.02	12.61	43.49	66.89	65.22	32.86
PF3D7_0603600	PF3D7_0603600.1	3.06	4.28	12.19	17.83	61.51	82.77	158.79	118.63	N/A	4.95	10.23	30.86	42.19	41.12	42.52	33.47	27.19	113.88	153.91	134.67	121.69	76.13	78.02	90.89
PF3D7_0603700	PF3D7_0603700.1	1.19	0.23	0.59	4.12	28.18	100.2	231.31	169.61	mFRS	4	0.65	0.76	7.58	20.88	38.84	37	18.12	29.58	41.44	27.39	62.89	37.6	29.77	21.45
PF3D7_0603800	PF3D7_0603800.1	58.3	8.6	3.85	2.56	7.62	34.21	229	1243.1	CEP76	66.93	17.92	6.18	1.96	4.04	15.84	59.87	189.39	49.92	35.47	23.5	34.35	97.32	148.37	84.88
PF3D7_0603900	PF3D7_0603900.1	4.29	2.29	1.72	1.55	4.89	8.79	18.87	49.11	N/A	11.67	6.05	3.9	2.61	3.44	7.06	7.43	19.22	38.5	30.22	29.1	23.23	20.33	30.7	36.25
PF3D7_0604000	PF3D7_0604000.1	1.08	0.45	0.55	0.53	18.3	63.92	90.67	35.33	N/A	1.92	1.72	1.28	1.66	17.29	23.95	14.72	10.9	29.52	32.51	27.02	54.27	33.47	27.58	30.96
PF3D7_0604100	PF3D7_0604100.1	113.48	10.28	4.04	1.79	3.2	10.14	57.45	2293.27	SIP2	256.42	58.11	7.86	1.51	2.05	3.84	62.41	704.52	213.57	75.89	22.06	64.41	348.5	605.15	293.69
PF3D7_0604200	PF3D7_0604200.1	7.16	0.48	0.61	6.09	133.44	364.19	647.14	394.26	N/A	2.48	1.43	0	6.74	23.64	51.55	33.85	15.07	14.84	26.02	55.04	78.51	73.09	54.48	41.93
PF3D7_0604300	PF3D7_0604300.1	11.88	14.65	20.43	24.8	147.11	341.76	695.55	612.51	N/A	18.53	19.9	28.38	39.31	78.38	109.18	94.9	67.16	66.92	69.23	83.02	128.87	133.58	102.76	78.36
PF3D7_0604400	PF3D7_0604400.1	11.26	5.73	6.97	8.41	93.04	180.16	329.8	560.46	N/A	31.06	26.02	29.65	27.48	52.01	92.28	52.37	54.28	6.07	10.01	5.2	10.03	2.41	7.41	4.29
PF3D7_0604500	PF3D7_0604500.1	704.86	568.18	697.12	527.72	1778.88	2205.83	4028.14	3961.67	N/A	1222.71	1468.1	1239.61	956.08	964.28	759.51	872.76	763.4	1110.42	1037.48	919.76	820.66	717.98	657	826.59
PF3D7_0604600	PF3D7_0604600.1	3.08	1.8	2.09	1.19	12.33	51.95	147.89	76.7	N/A	4.95	4.05	3.59	2.05	9.19	24.84	19.17	14.77	35.5	31.72	27.26	52.19	43.87	29.75	31.08
PF3D7_0604700	PF3D7_0604700.1	14.83	4.86	4.25	5.06	85.73	313.79	1347.71	1477.5	GILP	16.05	6.7	3.83	11.31	49.73	135.13	219.99	132.4	43.13	49.98	49.02	95.82	143.51	82.51	69.5
PF3D7_0604800	PF3D7_0604800.1	1.01	0.67	1.17	4.94	82.99	180.74	218.57	63.2	N/A	1.53	1.54	2.96	18.1	57.22	71.79	28.92	11.96	27.32	23.74	29.63	61.13	34.65	20.33	21.49
PF3D7_0604900	PF3D7_0604900.1	4.2	2.58	4.37	4.14	55.89	390.08	913.84	430.95	N/A	11.7	7.34	9.06	6.03	64.77	134.62	90.04	25.06	20.87	23.78	34.56	70.87	44.34	36.66	35.68
PF3D7_0605000	PF3D7_0605000.1	2.11	1.66	1.05	1.39	56.12	231.29	547.28	275.85	N/A	5.74	4.48	2.32	6.06	73.19	125.39	110.41	34.92	20.24	28.11	19.61	48.75	25.23	20.74	17.39
PF3D7_0605100	PF3D7_0605100.1	75.88	67.65	95.66	143.08	454.92	633.71	1060.6	1177.06	KH1	78.85	75.43	84.71	127.15	122.56	109.01	113.15	94.55	179.32	196.2	184.85	173.28	118.41	147.09	142.78
PF3D7_0605200	PF3D7_0605200.1	19.15	6.52	2.36	2	9.82	239.09	1001.5	1227.75	N/A	24.39	8.29	2.03	1.7	13.99	85.93	148.57	113.99	40.34	46.76	47.74	71.28	108	86.51	73.36
